1|0|5|115|90|180|0
1|10|5|115|90|180|0
1|20|5|115|90|180|0
1|30|5|115|90|180|0
1|40|5|115|90|180|0
1|50|5|115|90|180|0
1|60|5|115|90|180|0
1|70|5|115|90|180|0
1|80|5|115|90|180|0
1|90|5|115|90|180|0
1|100|5|115|90|180|0
1|0|5|-5|90|0|0
1|10|5|-5|90|0|0
1|20|5|-5|90|0|0
1|30|5|-5|90|0|0
1|40|5|-5|90|0|0
1|50|5|-5|90|0|0
1|60|5|-5|90|0|0
1|70|5|-5|90|0|0
1|80|5|-5|90|0|0
1|90|5|-5|90|0|0
1|100|5|-5|90|0|0
1|110|5|-5|90|0|0
1|115|5|0|90|270|0
1|115|5|10|90|270|0
1|115|5|20|90|270|0
1|115|5|30|90|270|0
1|115|5|40|90|270|0
1|115|5|50|90|270|0
1|115|5|60|90|270|0
1|115|5|70|90|270|0
1|115|5|80|90|270|0
1|115|5|90|90|270|0
1|115|5|100|90|270|0
1|115|5|110|90|270|0
1|-5|5|0|90|90|0
1|-5|5|10|90|90|0
1|-5|5|20|90|90|0
1|-5|5|30|90|90|0
1|-5|5|40|90|90|0
1|-5|5|50|90|90|0
1|-5|5|60|90|90|0
1|-5|5|70|90|90|0
1|-5|5|80|90|90|0
1|-5|5|90|90|90|0
1|-5|5|100|90|90|0
1|-5|5|110|90|90|0
1|0|5|45|90|180|0
1|0|5|45|90|0|0
1|10|5|45|90|180|0
1|10|5|45|90|0|0
1|20|5|45|90|180|0
1|20|5|45|90|0|0
1|30|5|45|90|180|0
1|30|5|45|90|0|0
1|50|5|45|90|180|0
1|50|5|45|90|0|0
1|60|5|45|90|180|0
1|60|5|45|90|0|0
1|70|5|45|90|180|0
1|70|5|45|90|0|0
1|80|5|45|90|180|0
1|80|5|45|90|0|0
1|90|5|45|90|180|0
1|90|5|45|90|0|0
1|100|5|45|90|180|0
1|100|5|45|90|0|0
1|110|5|45|90|180|0
1|110|5|45|90|0|0
1|35|5|10|90|270|0
1|35|5|10|90|90|0
1|35|5|20|90|270|0
1|35|5|20|90|90|0
1|35|5|30|90|270|0
1|35|5|30|90|90|0
1|35|5|40|90|270|0
1|35|5|40|90|90|0
1|35|5|50|90|270|0
